"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13119","test","webkit","Tue Mar 11 12:49:43 IST 2025","passed","Tue Mar 11 12:49:56 IST 2025","","WebOrder_CreateOrder.spec.js","",""
"","1108","POST Request - Negative Scenario","chrome","Fri Feb 21 13:16:26 IST 2025","passed","Fri Feb 21 13:16:27 IST 2025","Create Token","Create_Token.spec.js","",""
"","2543","Transfer Funds TC31","chrome","Fri Nov 29 11:05:09 IST 2024","passed","Fri Nov 29 11:05:12 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","6841","Parameterize tests in playwright MyMoney","chrome","Wed Feb 19 16:38:58 IST 2025","passed","Wed Feb 19 16:39:05 IST 2025","","Parametrize_WebOrder_CreateOrder_Dropdown_Value.spec.js","",""
"","11737","Create Order Unique Order- Verify Order @smoke","chrome","Tue May 06 13:14:15 IST 2025","passed","Tue May 06 13:14:26 IST 2025","","WebOrder_Create_Unique_Order_VerifyOrder.spec.js","",""
"","6147","Positive Scenario for login + logout","chrome","Thu Feb 20 16:35:08 IST 2025","passed","Thu Feb 20 16:35:14 IST 2025","Login / Logout Flow @smoke","login.spec.js","",""
"","2427","Transfer Funds TC15","chrome","Fri Nov 29 11:04:28 IST 2024","passed","Fri Nov 29 11:04:30 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","13885","Notes @sanity","chrome","Tue Mar 11 13:01:01 IST 2025","passed","Tue Mar 11 13:01:15 IST 2025","","Notes_Test.spec.js","",""
"","29183","test Work","chrome","Thu Nov 28 12:29:48 IST 2024","failed","Thu Nov 28 12:30:17 IST 2024","Exercise 3","Exercise3.spec.js","",""
"","2731","Transfer Funds TC38","chrome","Fri Nov 29 11:05:27 IST 2024","passed","Fri Nov 29 11:05:30 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","4742","Test login page Smoke","chrome","Tue Apr 22 16:01:35 IST 2025","passed","Tue Apr 22 16:01:40 IST 2025","","Blazedemo.spec.js","",""
"","10801","Create Order - Verify Order","chrome","Mon Jan 13 17:47:10 IST 2025","passed","Mon Jan 13 17:47:20 IST 2025","","WebOrder_UpdateOrder_VerifyOrder.spec.js","",""
"","1003","POST Request - Create Notes","chrome","Fri Feb 21 13:11:25 IST 2025","passed","Fri Feb 21 13:11:26 IST 2025","Create Notes API Testing","Delete_Notes_UsingUI.spec.js","",""
"","1","BalzeDemo","chrome","Mon Oct 21 18:03:14 IST 2024","skipped","Mon Oct 21 18:03:14 IST 2024","Login / Logout Flow","Skip_Test_Using_Serial_Example.spec.js","",""
"","9958","test Work","chrome","Thu Nov 28 12:41:52 IST 2024","passed","Thu Nov 28 12:42:02 IST 2024","Exercise 2","Exercise2.spec.js","",""
"","43","BalzeDemo","firefox","Wed May 07 10:08:28 IST 2025","skipped","Wed May 07 10:08:28 IST 2025","chromium only","Skip_Conditional_GroupLevel.spec.js","",""
"","2727","Transfer Funds TC36","chrome","Fri Nov 29 11:05:22 IST 2024","passed","Fri Nov 29 11:05:25 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","50","WebOrder Login - Invalid User","chrome","Fri Feb 21 13:11:06 IST 2025","failed","Fri Feb 21 13:11:06 IST 2025","","WebOrder_Login_TCs.spec.js","",""
"","3603","Yatra Login Page","chrome","Tue Feb 18 16:48:22 IST 2025","passed","Tue Feb 18 16:48:26 IST 2025","","HTTP_Authentication_Example.spec.js","",""
"","9291","OrangeHRM","webkit","Mon May 12 11:10:46 IST 2025","passed","Mon May 12 11:10:55 IST 2025","","WebOrder_Calling_baseURL_From_Config.spec.js","",""
"","12411","WebOrder Login Test","firefox","Mon Apr 21 16:33:47 IST 2025","passed","Mon Apr 21 16:33:59 IST 2025","","WebOrder_Pause_Example.spec.js","",""
"","5681","Go to Order Page","chrome","Thu Nov 28 10:23:58 IST 2024","passed","Thu Nov 28 10:24:04 IST 2024","WebOrder E2E Test tests","WebOrder_Login_CallingBaseClass.spec.js","",""
"","2440","Transfer Funds TC12","chrome","Fri Nov 29 11:04:21 IST 2024","passed","Fri Nov 29 11:04:23 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","2611","Transfer Funds TC23","chrome","Fri Nov 29 11:04:48 IST 2024","passed","Fri Nov 29 11:04:51 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","811","Create Order - Verify Order: TC4","chrome","Thu May 08 12:55:32 IST 2025","passed","Thu May 08 12:55:33 IST 2025","E2E WebOrder Application","ReadData_CreateOrder_All_Scenario_Using_Single_Locator.spec.js","",""
"","7843","@regression OrangeHRM: TC6","chrome","Tue Nov 26 16:24:27 IST 2024","passed","Tue Nov 26 16:24:34 IST 2024","OrangeHRM","OrangHRM_AddUser_All_TCs.spec.js","",""
"","5259","Multiple Window","chrome","Wed Feb 19 12:31:43 IST 2025","passed","Wed Feb 19 12:31:49 IST 2025","","Multiple_Windows_Tabs_Example.spec.js","",""
"","18619","Go to Order Page","webkit","Tue Mar 11 11:49:26 IST 2025","passed","Tue Mar 11 11:49:45 IST 2025","WebOrder E2E Test tests @sanity","WebOrder_Login_CallingBaseClass.spec.js","",""
"","6401","Launch the OrangeHRM Page","chrome","Wed Nov 27 15:26:07 IST 2024","passed","Wed Nov 27 15:26:13 IST 2024","","Evaluate_Color_FontSize_Example.spec.js","",""
"","26909","test Personal","chrome","Thu Nov 28 12:29:48 IST 2024","failed","Thu Nov 28 12:30:14 IST 2024","Exercise 3","Exercise3.spec.js","",""
"","34181","Negative Scenario for login","chrome","Mon Oct 21 18:02:40 IST 2024","broken","Mon Oct 21 18:03:14 IST 2024","Login / Logout Flow","Skip_Test_Using_Serial_Example.spec.js","",""
"","2709","Transfer Funds TC34","chrome","Fri Nov 29 11:05:17 IST 2024","passed","Fri Nov 29 11:05:20 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","2491","Transfer Funds TC22","chrome","Fri Nov 29 11:04:45 IST 2024","passed","Fri Nov 29 11:04:48 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","6781","Drag and Drop Exp 2","chrome","Wed Nov 27 15:13:35 IST 2024","passed","Wed Nov 27 15:13:41 IST 2024","","Drag_Drop.spec.js","",""
"","33612","Create Order - Verify Order","chrome","Wed May 07 12:10:44 IST 2025","broken","Wed May 07 12:11:17 IST 2025","","WebOrder_Individual_TestBlock.spec.js","",""
"","7086","Go to Order Page","webkit","Thu Nov 28 09:58:56 IST 2024","passed","Thu Nov 28 09:59:03 IST 2024","WebOrder E2E Test tests","WebOrder_Login_CallingBaseClass.spec.js","",""
"","5576","test","chrome","Wed Nov 27 11:03:34 IST 2024","passed","Wed Nov 27 11:03:40 IST 2024","","ViewPort_WebOrder_Login.spec.js","",""
"","522","Update Request - Update Notes","chrome","Fri Feb 21 15:14:36 IST 2025","passed","Fri Feb 21 15:14:36 IST 2025","Create Notes API Testing","Update_Notes_CallingToken.spec.js","",""
"","2048","WebOrder Login Functionality: TC5","chrome","Thu May 08 13:26:25 IST 2025","passed","Thu May 08 13:26:27 IST 2025","","ReadData_From_JSON_WebOrder_Login_All_TCs.spec.js","",""
"","10253","BalzeDemo","firefox","Wed May 07 10:02:35 IST 2025","passed","Wed May 07 10:02:46 IST 2025","","Skip_Conditional_Blazedemo.spec.js","",""
"","4352","Weborder Login Functionality @sanity","chrome","Fri May 09 13:27:19 IST 2025","passed","Fri May 09 13:27:23 IST 2025","","WebOrder_Login_Using_Keyboard.spec.js","",""
"","7627","Weborder Login Functionality @sanity","webkit","Thu Feb 20 12:07:33 IST 2025","passed","Thu Feb 20 12:07:41 IST 2025","","WebOrder_Login_Using_Keyboard.spec.js","",""
"","7671","@regression OrangeHRM: TC4","chrome","Tue Nov 26 16:24:11 IST 2024","passed","Tue Nov 26 16:24:19 IST 2024","OrangeHRM","OrangHRM_AddUser_All_TCs.spec.js","",""
"","4392","BalzeDemo","Microsoft Edge","Tue Feb 18 13:06:21 IST 2025","passed","Tue Feb 18 13:06:25 IST 2025","","Skip_Conditional_Blazedemo.spec.js","",""
"","2647","Transfer Funds TC25","chrome","Fri Nov 29 11:04:53 IST 2024","passed","Fri Nov 29 11:04:56 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","2505","Transfer Funds TC20","chrome","Fri Nov 29 11:04:40 IST 2024","passed","Fri Nov 29 11:04:43 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","13905","OrangeHRM Login Functional","chrome","Fri Nov 29 09:24:43 IST 2024","passed","Fri Nov 29 09:24:57 IST 2024","Create Notes API Testing","Create_Notes_CallingToken.spec.js","",""
"","9752","test","chrome","Tue Nov 26 14:28:32 IST 2024","passed","Tue Nov 26 14:28:42 IST 2024","","BookFlight_Verify_Ticket.spec.js","",""
"","40","BalzeDemo","webkit","Wed May 07 10:08:29 IST 2025","skipped","Wed May 07 10:08:29 IST 2025","chromium only","Skip_Conditional_GroupLevel.spec.js","",""
"","9971","test Home","chrome","Thu Nov 28 12:42:02 IST 2024","passed","Thu Nov 28 12:42:12 IST 2024","Exercise 2","Exercise2.spec.js","",""
"","10650","Delete Order - Verify Order @sanity","chrome","Tue Mar 11 13:01:19 IST 2025","passed","Tue Mar 11 13:01:30 IST 2025","","WebOrder_DeleteOrder_VerifyOrder.spec.js","",""
"","4035","View Port Test cases @sanity @smoke","chrome","Wed Mar 12 12:59:32 IST 2025","passed","Wed Mar 12 12:59:36 IST 2025","","ViewPort_WebOrder_Login.spec.js","",""
"","7797","OrangeHRM","chrome","Mon May 12 11:10:37 IST 2025","passed","Mon May 12 11:10:45 IST 2025","","WebOrder_Calling_baseURL_From_Config.spec.js","",""
"","6002","Purchase flight on Blazedemo","chrome","Mon May 05 09:27:52 IST 2025","passed","Mon May 05 09:27:58 IST 2025","","Blazedemo_AI_Generated_Script.spec.js","",""
"","33953","Logout","chrome","Wed May 07 12:11:22 IST 2025","broken","Wed May 07 12:11:56 IST 2025","","WebOrder_Individual_TestBlock.spec.js","",""
"","11197","OrangeHRM Login Functional","chrome","Tue Apr 22 09:22:13 IST 2025","passed","Tue Apr 22 09:22:24 IST 2025","","Element_Focus_Example.spec.js","",""
"","613","Get Default Country","webkit","Wed Apr 23 11:59:13 IST 2025","passed","Wed Apr 23 11:59:14 IST 2025","API Testing","GET_Get_Default_Country.spec.js","",""
"","71","Apply","chrome","Fri Feb 21 13:10:46 IST 2025","failed","Fri Feb 21 13:10:46 IST 2025","Nop Link Test","NopCommerce_Navigate_All_Links.spec.js","",""
"","8013","test Personal","chrome","Thu Nov 28 12:41:44 IST 2024","passed","Thu Nov 28 12:41:52 IST 2024","Exercise 2","Exercise2.spec.js","",""
"","0","Login to Weborders @smoke","chrome","Tue Apr 22 16:06:20 IST 2025","skipped","Tue Apr 22 16:06:20 IST 2025","","WebOrder_Login.spec.js","",""
"","5543","BalzeDemo","chrome","Wed May 07 10:02:24 IST 2025","passed","Wed May 07 10:02:29 IST 2025","","Skip_Conditional_Blazedemo.spec.js","",""
"","36806","Scroll To Particular Element Example @sanity","chrome","Mon May 12 10:01:58 IST 2025","broken","Mon May 12 10:02:35 IST 2025","","ScrollToElement_Example.spec.js","",""
"","13411","Right Clieck","chrome","Fri May 09 12:10:17 IST 2025","passed","Fri May 09 12:10:31 IST 2025","","Right_Click_Example.spec.js","",""
"","2089","POST Request - Create Booking","chrome","Sun Feb 16 08:23:53 IST 2025","passed","Sun Feb 16 08:23:55 IST 2025","Create Booking","Create_Booking.spec.js","",""
"","14772","test Home","chrome","Thu Nov 28 12:29:48 IST 2024","passed","Thu Nov 28 12:30:02 IST 2024","Exercise 3","Exercise3.spec.js","",""
"","4974","Search for a name and verify salary","chrome","Mon May 12 12:23:43 IST 2025","passed","Mon May 12 12:23:47 IST 2025","WebTable Pagination and Salary Check","WebTable_Navigation_Example.spec.js","",""
"","4467","WebOrder App","chrome","Fri May 09 10:11:58 IST 2025","failed","Fri May 09 10:12:02 IST 2025","WebOrder All Test Scenario","Read_DataFrom_Excel_WebordersAPP_AllScenario_New.spec.js","",""
"","36250","Update Order","chrome","Wed May 07 12:32:39 IST 2025","broken","Wed May 07 12:33:15 IST 2025","E2E WebOrder Application","WebOrder_Individual_Test_Block_UsingBrowser.spec.js","",""
"","470","PUT Request - Update Notes","chrome","Fri Feb 21 13:11:31 IST 2025","passed","Fri Feb 21 13:11:31 IST 2025","Create Notes API Testing","Update_Notes.spec.js","",""
"","0","Notes App","webkit","Mon May 12 11:10:45 IST 2025","skipped","Mon May 12 11:10:45 IST 2025","","WebOrder_Calling_baseURL_From_Config.spec.js","",""
"","61","Data Driven Testing Using JSON file in playwright java","chrome","Fri Feb 21 13:10:41 IST 2025","failed","Fri Feb 21 13:10:41 IST 2025","","datadriventestingjson.spec.js","",""
"","1116","Delete Request - Delete Booking","chrome","Fri Nov 29 09:21:51 IST 2024","passed","Fri Nov 29 09:21:52 IST 2024","Create Booking","Delete_Booking.spec.js","",""
"","493","Update Request - Update Notes","chrome","Fri Feb 21 15:21:22 IST 2025","passed","Fri Feb 21 15:21:23 IST 2025","Create Notes API Testing","Delete_Notes_CallingToken.spec.js","",""
"","71","add to cart validation","chrome","Fri Feb 21 13:10:43 IST 2025","failed","Fri Feb 21 13:10:43 IST 2025","DemoShop Books Add To Cart Verification","DemoShop_Books_AddToCart_Verification.spec.js","",""
"","803","Create Order - Verify Order: TC2","chrome","Thu May 08 12:55:30 IST 2025","passed","Thu May 08 12:55:31 IST 2025","E2E WebOrder Application","ReadData_CreateOrder_All_Scenario_Using_Single_Locator.spec.js","",""
"","0","Delete Order - Verify Order","chrome","Fri Feb 21 13:11:09 IST 2025","skipped","Fri Feb 21 13:11:09 IST 2025","E2E WebOrder Application","WebOrder_Pre_Post_Condition.spec.js","",""
"","2","Notes App","chrome","Mon May 12 11:10:37 IST 2025","skipped","Mon May 12 11:10:37 IST 2025","","WebOrder_Calling_baseURL_From_Config.spec.js","",""
"","4757","Create Order-Update Order- Verify Order@smoke","chrome","Wed Mar 12 12:59:27 IST 2025","passed","Wed Mar 12 12:59:32 IST 2025","","ScrapData_BaseClass_Method.spec.js","",""
"","759","POST Request - Create Note 3: Note 3","webkit","Wed Apr 23 12:49:34 IST 2025","passed","Wed Apr 23 12:49:35 IST 2025","Create Notes API Testing","Create_Notes_Calling_Data_From_JSON.spec.js","",""
"","4628","Verify Check All and Uncheck All functionality","chrome","Wed Apr 23 09:46:10 IST 2025","passed","Wed Apr 23 09:46:14 IST 2025","Web Orders View All Orders Tests","WebOrder_ViewOrder_Page_AI.spec.js","",""
"","46","WebOrder Login - Balnk Password","chrome","Fri Feb 21 13:11:08 IST 2025","failed","Fri Feb 21 13:11:08 IST 2025","","WebOrder_Login_TCs.spec.js","",""
"","14091","OrangeHRM: TC1","chrome","Thu May 08 10:48:16 IST 2025","passed","Thu May 08 10:48:30 IST 2025","","Read_DataFrom_JSON_OrangeHRMAPP.spec.js","",""
"","2279","Transfer Funds TC4","chrome","Fri Nov 29 11:04:02 IST 2024","passed","Fri Nov 29 11:04:04 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","1866","DataBase testing in Playwright","chrome","Thu Jan 09 21:56:20 IST 2025","failed","Thu Jan 09 21:56:22 IST 2025","","Read_Data_From_DB_WebOrderApp.spec.js","",""
"","3657","Weborder: TC4","chrome","Tue Apr 22 15:46:56 IST 2025","passed","Tue Apr 22 15:47:00 IST 2025","","Read_DataFrom_Excel_WebordersAPP.spec.js","",""
"","2503","Transfer Funds TC17","chrome","Fri Nov 29 11:04:33 IST 2024","passed","Fri Nov 29 11:04:35 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","10521","Delete test","chrome","Fri Feb 21 15:32:55 IST 2025","passed","Fri Feb 21 15:33:05 IST 2025","Create Notes API Testing","CreateNotes_Using_API_Delete_Using_UI.spec.js","",""
"","10356","Transfer Funds TC1","chrome","Fri Nov 29 11:03:47 IST 2024","passed","Fri Nov 29 11:03:58 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","19006","Create Order Unique Order- Verify Order @smoke","webkit","Tue Apr 22 16:33:24 IST 2025","passed","Tue Apr 22 16:33:43 IST 2025","","WebOrder_Create_Unique_Order_VerifyOrder.spec.js","",""
"","3925","Weborder: TC2","chrome","Tue Apr 22 15:46:48 IST 2025","passed","Tue Apr 22 15:46:52 IST 2025","","Read_DataFrom_Excel_WebordersAPP.spec.js","",""
"","10723","Login to Weborders @smoke","chrome","Mon Jan 13 17:56:05 IST 2025","passed","Mon Jan 13 17:56:16 IST 2025","","Salesforce_Login.spec.js","",""
"","7878","@regression OrangeHRM: TC5","chrome","Tue Nov 26 16:24:19 IST 2024","passed","Tue Nov 26 16:24:27 IST 2024","OrangeHRM","OrangHRM_AddUser_All_TCs.spec.js","",""
"","7056","test","chrome","Tue May 06 12:07:48 IST 2025","passed","Tue May 06 12:07:55 IST 2025","","WebOrder_Debugging_Pause_Example.spec.js","",""
"","2190","Transfer Funds TC37","chrome","Fri Nov 29 11:05:25 IST 2024","passed","Fri Nov 29 11:05:27 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","1097","POST Request - Create Notes","chrome","Fri Feb 21 14:56:13 IST 2025","passed","Fri Feb 21 14:56:14 IST 2025","Create Notes API Testing","Create_Notes.spec.js","",""
"","11565","WebOrder Login Test","webkit","Mon Apr 21 16:34:01 IST 2025","passed","Mon Apr 21 16:34:13 IST 2025","","WebOrder_Pause_Example.spec.js","",""
"","6323","Go to View All Order Page","Mobile Chrome","Thu Nov 28 10:25:15 IST 2024","passed","Thu Nov 28 10:25:21 IST 2024","WebOrder E2E Test tests","WebOrder_Login_CallingBaseClass.spec.js","",""
"","858","Create Order - Verify Order: TC8","chrome","Thu May 08 12:55:35 IST 2025","passed","Thu May 08 12:55:36 IST 2025","E2E WebOrder Application","ReadData_CreateOrder_All_Scenario_Using_Single_Locator.spec.js","",""
"","2565","Transfer Funds TC19","chrome","Fri Nov 29 11:04:38 IST 2024","passed","Fri Nov 29 11:04:40 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","2541","WebOrder: TC5","chrome","Thu May 08 12:07:12 IST 2025","passed","Thu May 08 12:07:14 IST 2025","","ReadData_From_JSON_WebOrder_Login_All_TCs.spec.js","",""
"","595","TO Test Login Functionality-Writtern Scripts","webkit","Wed May 07 10:03:04 IST 2025","skipped","Wed May 07 10:03:05 IST 2025","","Skip_Conditional_Blazedemo.spec.js","",""
"","614","Create Order - Verify Order","chrome","Tue Mar 11 13:06:55 IST 2025","failed","Tue Mar 11 13:06:55 IST 2025","E2E WebOrder Application","WebOrder_Pre_Post_Condition.spec.js","",""
"","4471","Weborder: TC3","chrome","Tue Apr 22 15:46:52 IST 2025","passed","Tue Apr 22 15:46:56 IST 2025","","Read_DataFrom_Excel_WebordersAPP.spec.js","",""
"","41","can login and verify email address with mailslurp","chrome","Fri Feb 21 13:10:49 IST 2025","failed","Fri Feb 21 13:10:49 IST 2025","test email login with playwright","OTP_Verification.spec.js","",""
"","52","Data Driven Testing Using JSON file in playwright Selenium","chrome","Fri Feb 21 13:10:39 IST 2025","failed","Fri Feb 21 13:10:39 IST 2025","","datadriventestingjson.spec.js","",""
"","8686","Dynamic Load Element- Wait for Selector","chrome","Fri May 09 13:03:39 IST 2025","failed","Fri May 09 13:03:48 IST 2025","","Dynamic_Load_Element.spec.js","",""
"","0","Login to Weborders @smoke","chrome","Tue Apr 22 16:06:20 IST 2025","skipped","Tue Apr 22 16:06:20 IST 2025","Hooks Example for Screenshot","Skip_Tests_Example.spec.js","",""
"","878","Create Order - Verify Order: TC6","chrome","Thu May 08 12:55:33 IST 2025","passed","Thu May 08 12:55:34 IST 2025","E2E WebOrder Application","ReadData_CreateOrder_All_Scenario_Using_Single_Locator.spec.js","",""
"","2382","Transfer Funds TC10","chrome","Fri Nov 29 11:04:16 IST 2024","passed","Fri Nov 29 11:04:18 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","8406","Blazedemo @smoke","chrome","Tue Nov 26 14:14:12 IST 2024","passed","Tue Nov 26 14:14:20 IST 2024","","BookFlight_Verify_Ticket.spec.js","",""
"","2239","test","chrome","Tue Mar 11 09:54:38 IST 2025","passed","Tue Mar 11 09:54:41 IST 2025","","WebOrder_Login.spec.js","",""
"","8829","OrangeHRM: TC1","chrome","Fri May 09 09:49:47 IST 2025","passed","Fri May 09 09:49:56 IST 2025","","ReadData_From_JSON_OrangeHRM_Login_All_TCs.spec.js","",""
"","47","Rediff Register Page Test","chrome","Fri Feb 21 13:10:55 IST 2025","failed","Fri Feb 21 13:10:55 IST 2025","","Rediff_Register_Page.spec.js","",""
"","9191","@regression OrangeHRM: TC9","chrome","Mon Mar 10 17:33:16 IST 2025","passed","Mon Mar 10 17:33:25 IST 2025","Admin -OrangeHRM","OrangHRM_AddUser_All_TCs.spec.js","",""
"","14854","Create Order","chrome","Wed Feb 19 14:34:03 IST 2025","passed","Wed Feb 19 14:34:17 IST 2025","E2E WebOrder Application","ReadData_CreateOrder_All_Scenario_Using_Single_Locator.spec.js","",""
"","8851","Go to View All Order Page","webkit","Tue Mar 11 11:49:42 IST 2025","passed","Tue Mar 11 11:49:51 IST 2025","WebOrder E2E Test tests @sanity","WebOrder_Login_CallingBaseClass.spec.js","",""
"","7766","@regression OrangeHRM: TC8","chrome","Mon Mar 10 17:33:08 IST 2025","passed","Mon Mar 10 17:33:16 IST 2025","Admin -OrangeHRM","OrangHRM_AddUser_All_TCs.spec.js","",""
"","18","TO Test Login Functionality-Writtern Scripts","firefox","Wed May 07 10:08:28 IST 2025","skipped","Wed May 07 10:08:28 IST 2025","chromium only","Skip_Conditional_GroupLevel.spec.js","",""
"","5756","Go to View All Order Page","webkit","Thu Nov 28 09:59:03 IST 2024","passed","Thu Nov 28 09:59:09 IST 2024","WebOrder E2E Test tests","WebOrder_Login_CallingBaseClass.spec.js","",""
"","2872","Purchase Foreign Currency Cash - Australia (dollar): TC2","chrome","Thu Feb 20 16:57:02 IST 2025","passed","Thu Feb 20 16:57:05 IST 2025","Transfer Funds and Make Payment","PurchaseForeignCurrency.spec.js","",""
"","59","Read Env File in playwright","chrome","Fri Feb 21 13:10:54 IST 2025","failed","Fri Feb 21 13:10:54 IST 2025","","Readenvfile.spec.js","",""
"","5517","Go to Order Page","chrome","Wed May 07 09:46:24 IST 2025","passed","Wed May 07 09:46:30 IST 2025","Hooks Example in Playwright","Skip_Tests_Scenario.spec.js","",""
"","4877","TO Test Login Functionality-Writtern Scripts","chrome","Wed May 07 10:02:29 IST 2025","passed","Wed May 07 10:02:34 IST 2025","","Skip_Conditional_Blazedemo.spec.js","",""
"","6195","OrangeHRM: TC2","chrome","Fri May 09 09:49:56 IST 2025","passed","Fri May 09 09:50:02 IST 2025","","ReadData_From_JSON_OrangeHRM_Login_All_TCs.spec.js","",""
"","8200","Negative Scenario for login","chrome","Thu Feb 20 16:35:00 IST 2025","passed","Thu Feb 20 16:35:08 IST 2025","Login / Logout Flow @smoke","login.spec.js","",""
"","487","Delete Request - Delete Notes","chrome","Fri Feb 21 15:21:23 IST 2025","passed","Fri Feb 21 15:21:23 IST 2025","Create Notes API Testing","Delete_Notes_CallingToken.spec.js","",""
"","32786","Shopping Cart - Add and Remove Product","chrome","Mon Mar 10 13:30:18 IST 2025","broken","Mon Mar 10 13:30:51 IST 2025","","Demo_Cart_Assignment.spec.js","",""
"","7731","@regression OrangeHRM: TC8","chrome","Tue Nov 26 16:24:42 IST 2024","passed","Tue Nov 26 16:24:50 IST 2024","OrangeHRM","OrangHRM_AddUser_All_TCs.spec.js","",""
"","1068","PUT Request - Update Booking","chrome","Fri Nov 29 09:21:50 IST 2024","passed","Fri Nov 29 09:21:51 IST 2024","Create Booking","Delete_Booking.spec.js","",""
"","2007","@regression WebOrder Login: TC5","chrome","Tue Apr 22 16:20:47 IST 2025","passed","Tue Apr 22 16:20:49 IST 2025","","ReadData_From_JSON_WebOrder_Login_All_TCs.spec.js","",""
"","71300","WebOrder Login Test","chrome","Mon Apr 21 16:45:15 IST 2025","broken","Mon Apr 21 16:46:26 IST 2025","","WebOrder_Pause_Example.spec.js","",""
"","7558","@regression OrangeHRM: TC4","chrome","Mon Mar 10 17:32:38 IST 2025","passed","Mon Mar 10 17:32:45 IST 2025","Admin -OrangeHRM","OrangHRM_AddUser_All_TCs.spec.js","",""
"","9529","@regression OrangeHRM: TC9","chrome","Tue Nov 26 16:24:50 IST 2024","passed","Tue Nov 26 16:25:00 IST 2024","OrangeHRM","OrangHRM_AddUser_All_TCs.spec.js","",""
"","3683","Weborder: TC5","chrome","Tue Apr 22 15:47:00 IST 2025","passed","Tue Apr 22 15:47:04 IST 2025","","Read_DataFrom_Excel_WebordersAPP.spec.js","",""
"","1421","POST Request - Create Notes","webkit","Wed Apr 23 12:21:58 IST 2025","passed","Wed Apr 23 12:22:00 IST 2025","Create Notes API Testing","Create_Notes.spec.js","",""
"","2544","Transfer Funds TC33","chrome","Fri Nov 29 11:05:14 IST 2024","passed","Fri Nov 29 11:05:17 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","23542","Create Order-Update Order- Verify Order@smoke","chrome","Tue Nov 26 09:16:50 IST 2024","passed","Tue Nov 26 09:17:14 IST 2024","","Name_Price_Scrapper_Pagination.spec.js","",""
"","3831","WebOrder: TC2","chrome","Tue Apr 22 13:54:34 IST 2025","passed","Tue Apr 22 13:54:38 IST 2025","","ReadData_From_JSON_WebOrder_Login.spec.js","",""
"","11167","Full Page Snapshot","webkit","Wed Feb 19 10:17:31 IST 2025","failed","Wed Feb 19 10:17:42 IST 2025","Visual Regression Testing Example","visual.spec.js","",""
"","2359","Transfer Funds TC6","chrome","Fri Nov 29 11:04:07 IST 2024","passed","Fri Nov 29 11:04:09 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","11392","Dynamic Load Element- Wait for Selector","chrome","Tue Feb 18 16:19:08 IST 2025","passed","Tue Feb 18 16:19:19 IST 2025","","Rendering_Example.spec.js","",""
"","4311","WebOrder: TC2","chrome","Thu May 08 12:07:07 IST 2025","passed","Thu May 08 12:07:11 IST 2025","","ReadData_From_JSON_WebOrder_Login_All_TCs.spec.js","",""
"","33100","Shopping Cart - Add and Remove Product @sanity","chrome","Tue Mar 11 13:00:27 IST 2025","broken","Tue Mar 11 13:01:00 IST 2025","","Demo_Cart_Assignment.spec.js","",""
"","862","Create Order - Verify Order: TC9","chrome","Thu May 08 12:55:36 IST 2025","passed","Thu May 08 12:55:37 IST 2025","E2E WebOrder Application","ReadData_CreateOrder_All_Scenario_Using_Single_Locator.spec.js","",""
"","2664","Transfer Funds TC35","chrome","Fri Nov 29 11:05:20 IST 2024","passed","Fri Nov 29 11:05:22 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","9932","Create Order - All Scenario","chrome","Wed Feb 19 13:06:25 IST 2025","passed","Wed Feb 19 13:06:35 IST 2025","","ReadData_From_JSON_CreateOrder_All_Scenario.spec.js","",""
"","29734","Go to Order Page","firefox","Tue Mar 11 11:49:18 IST 2025","passed","Tue Mar 11 11:49:47 IST 2025","WebOrder E2E Test tests @sanity","WebOrder_Login_CallingBaseClass.spec.js","",""
"","1129","POST Request - Create Notes","chrome","Fri Feb 21 15:32:54 IST 2025","passed","Fri Feb 21 15:32:55 IST 2025","Create Notes API Testing","CreateNotes_Using_API_Delete_Using_UI.spec.js","",""
